全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
,,第五中学校,,,131181.0,,荒川区町屋1-37-16,,荒川区,,,,35.744473,139.787328,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第四峡田小学校,,,131181.0,,荒川区町屋2-11-6,,荒川区,,,,35.744951,139.780005,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第五峡田小学校,,,131181.0,,荒川区町屋3-17-24,,荒川区,,,,35.748273,139.781599,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,大門小学校,,,131181.0,,荒川区町屋4-27-8,,荒川区,,,,35.74902,139.77711,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,原中学校,,,131181.0,,荒川区町屋5-12-6,,荒川区,,,,35.751075,139.779438,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,荒木田ふれあい館,,,131181.0,,荒川区町屋6-13-2,,荒川区,,,,35.750406,139.783399,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第七峡田小学校,,,131181.0,,荒川区町屋8-19-12,,荒川区,,,,35.748338,139.787807,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第九中学校,,,131181.0,,荒川区東尾久2-23-5,,荒川区,,,,35.743212,139.772874,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,赤土小学校,,,131181.0,,荒川区東尾久2-43-9,,荒川区,,,,35.743209,139.769642,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,尾久小学校,,,131181.0,,荒川区東尾久5-6-7,,荒川区,,,,35.747275,139.768811,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,男女平等推進センター,,,131181.0,,荒川区東尾久5-9-3,,荒川区,,,,35.748244,139.768871,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,尾久宮前小学校,,,131181.0,,荒川区西尾久1-4-17,,荒川区,,,,35.746006,139.764603,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,尾久ふれあい館,,,131181.0,,荒川区西尾久2-25-13,,荒川区,,,,35.750208,139.7634,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,尾久八幡中学校,,,131181.0,,荒川区西尾久3-13-1,,荒川区,,,,35.753188,139.763883,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第七中学校,,,131181.0,,荒川区西尾久4-30-28,,荒川区,,,,35.746484,139.758105,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,尾久西小学校,,,131181.0,,荒川区西尾久5-27-12,,荒川区,,,,35.750244,139.758432,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,尾久第六小学校,,,131181.0,,荒川区西尾久8-26-9,,荒川区,,,,35.751799,139.754546,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,西尾久ふれあい館,,,131181.0,,荒川区西尾久8-33-31,,荒川区,,,,35.751598,139.753454,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第三日暮里小学校,,,131181.0,,荒川区東日暮里3-10-17,,荒川区,,,,35.728858,139.781392,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,夕やけこやけふれあい館,,,131181.0,,荒川区東日暮里3-11-19,,荒川区,,,,35.729964,139.781378,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第二日暮里小学校,,,131181.0,,荒川区東日暮里5-2-1,,荒川区,,,,35.728401,139.77824,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,竹台高等学校,,,131181.0,,荒川区東日暮里5-14-1,,荒川区,,,,35.72612,139.777845,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,ひぐらし小学校,,,131181.0,,荒川区西日暮里2-32-5,,荒川区,,,,35.731341,139.772516,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,諏訪台中学校,,,131181.0,,荒川区西日暮里2-36-8,,荒川区,,,,35.732574,139.77174,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,諏訪台ひろば館,,,131181.0,,荒川区西日暮里3-3-12,,荒川区,,,,35.729621,139.767582,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
,,西日暮里ふれあい館,,,131181.0,,荒川区西日暮里6-24-4,,荒川区,,,,35.736279,139.770781,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,第六日暮里小学校,,,131181.0,,荒川区西日暮里6-35-16,,荒川区,,,,35.735396,139.769827,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,日暮里サニーホール,,,131181.0,,荒川区東日暮里5-50-5,,荒川区,,,,35.727901,139.773224,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
,,ゆいの森あらかわ,,,131181.0,,荒川区荒川2-50-1,,荒川区,,,,35.739521,139.784164,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,荒川工業高等学校,,,131181.0,,荒川区南千住6-42-1,,荒川区,,,,35.737664,139.792235,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,東日暮里ふれあい館,,,131181.0,,荒川区東日暮里1-17-13,,荒川区,,,,35.729838,139.78997,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,東尾久本町通りふれあい館,,,131181.0,,荒川区東尾久2-37-14,,荒川区,,,,35.744722,139.771331,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,ひぐらしふれあい館,,,131181.0,,荒川区東日暮里6-28-15,,荒川区,,,,35.733043,139.776019,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
,,学校法人開成学園,,,131181.0,,荒川区西日暮里4-2-4,,荒川区,,,,35.732367,139.765445,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,板橋第二小学校,,,131199.0,,板橋区板橋2-52-1,,板橋区,,,,35.748978,139.710429,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第四小学校,,,131199.0,,板橋区板橋4-9-13,,板橋区,,,,35.749817,139.716459,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,
,,金沢小学校,,,131199.0,,板橋区加賀2-2-1,,板橋区,,,,35.754991,139.71534,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,板橋第一中学校,,,131199.0,,板橋区大山東町50-1,,板橋区,,,,35.750448,139.704703,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第五中学校,,,131199.0,,板橋区板橋4-49-3,,板橋区,,,,35.752431,139.719575,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,板橋第五小学校,,,131199.0,,板橋区中丸町19-1,,板橋区,,,,35.741778,139.704937,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第七小学校,,,131199.0,,板橋区大山金井町31-1,,板橋区,,,,35.745592,139.704647,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第一小学校,,,131199.0,,板橋区氷川町13-1,,板橋区,,,,35.753807,139.70765,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,中根橋小学校,,,131199.0,,板橋区栄町14-1,,板橋区,,,,35.756124,139.70106,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,加賀小学校,,,131199.0,,板橋区稲荷台23-1,,板橋区,,,,35.761401,139.710176,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第三中学校,,,131199.0,,板橋区氷川町22-3,,板橋区,,,,35.755649,139.706381,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,加賀中学校,,,131199.0,,板橋区加賀2-19-1,,板橋区,,,,35.760627,139.716137,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,弥生小学校,,,131199.0,,板橋区弥生町19-1,,板橋区,,,,35.753837,139.694489,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,板橋第六小学校,,,131199.0,,板橋区大山町13-1,,板橋区,,,,35.747124,139.700154,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第二中学校,,,131199.0,,板橋区幸町26-1,,板橋区,,,,35.745761,139.697155,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,板橋第八小学校,,,131199.0,,板橋区双葉町42-1,,板橋区,,,,35.759812,139.700525,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,
,,板橋第十小学校,,,131199.0,,板橋区大谷口上町43-1,,板橋区,,,,35.747887,139.692606,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,大谷口小学校,,,131199.0,,板橋区大谷口北町21-1,,板橋区,,,,35.750943,139.690216,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,上板橋第二小学校,,,131199.0,,板橋区小茂根1-14-1,,板橋区,,,,35.747666,139.6802,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,向原小学校,,,131199.0,,板橋区向原2-34-1,,板橋区,,,,35.74141,139.681976,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,上板橋第二中学校,,,131199.0,,板橋区向原3-1-12,,板橋区,,,,35.747237,139.68083,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,上板橋小学校,,,131199.0,,板橋区東山町47-3,,板橋区,,,,35.75523,139.686311,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,
,,桜川小学校,,,131199.0,,板橋区東新町2-29-1,,板橋区,,,,35.755113,139.678245,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,桜川中学校,,,131199.0,,板橋区桜川1-2-1,,板橋区,,,,35.756116,139.677168,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,常盤台小学校,,,131199.0,,板橋区常盤台1-6-1,,板橋区,,,,35.759558,139.691159,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,上板橋第四小学校,,,131199.0,,板橋区上板橋1-3-1,,板橋区,,,,35.761455,139.678864,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,上板橋第一中学校,,,131199.0,,板橋区南常盤台1-1-1,,板橋区,,,,35.756862,139.691263,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,上板橋第三中学校,,,131199.0,,板橋区常盤台3-30-1,,板橋区,,,,35.763551,139.682247,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,富士見台小学校,,,131199.0,,板橋区前野町1-10-1,,板橋区,,,,35.763943,139.695296,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,北前野小学校,,,131199.0,,板橋区前野町5-44-3,,板橋区,,,,35.773123,139.685146,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,前野小学校,,,131199.0,,板橋区前野町6-40-1,,板橋区,,,,35.768345,139.687519,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,志村第一小学校,,,131199.0,,板橋区泉町17-1,,板橋区,,,,35.766339,139.7015,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,志村第三小学校,,,131199.0,,板橋区清水町83-1,,板橋区,,,,35.767238,139.704907,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,志村第一中学校,,,131199.0,,板橋区大原町33-1,,板橋区,,,,35.767145,139.696903,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,志村第二小学校,,,131199.0,,板橋区志村1-7-1,,板橋区,,,,35.772562,139.69778,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,志村小学校,,,131199.0,,板橋区志村2-16-3,,板橋区,,,,35.775315,139.686681,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,志村第四小学校,,,131199.0,,板橋区小豆沢4-13-1,,板橋区,,,,35.780345,139.701142,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,志村第二中学校,,,131199.0,,板橋区小豆沢1-21-1,,板橋区,,,,35.775486,139.70291,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,志村第四中学校,,,131199.0,,板橋区志村3-15-1,,板橋区,,,,35.776514,139.683891,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,中台小学校,,,131199.0,,板橋区中台1-9-7,,板橋区,,,,35.76641,139.680964,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,緑小学校,,,131199.0,,板橋区中台3-27-1,,板橋区,,,,35.772447,139.679495,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,若木小学校,,,131199.0,,板橋区若木1-14-1,,板橋区,,,,35.769347,139.675386,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,志村第五小学校,,,131199.0,,板橋区西台3-38-23,,板橋区,,,,35.777129,139.668499,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,中台中学校,,,131199.0,,板橋区中台1-56-23,,板橋区,,,,35.769282,139.680251,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,志村坂下小学校,,,131199.0,,板橋区相生町26-14,,板橋区,,,,35.779071,139.680315,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,蓮根小学校,,,131199.0,,板橋区蓮根3-10-1,,板橋区,,,,35.787737,139.67661,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,蓮根第二小学校,,,131199.0,,板橋区蓮根3-15-5,,板橋区,,,,35.788132,139.677832,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,志村第六小学校,,,131199.0,,板橋区坂下2-18-1,,板橋区,,,,35.783743,139.680606,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,志村第三中学校,,,131199.0,,板橋区坂下2-21-1,,板橋区,,,,35.783893,139.683495,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,志村第五中学校,,,131199.0,,板橋区坂下2-1-20,,板橋区,,,,35.782375,139.685802,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,舟渡小学校,,,131199.0,,板橋区舟渡3-6-15,,板橋区,,,,35.793601,139.681665,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,下赤塚小学校,,,131199.0,,板橋区赤塚6-14-1,,板橋区,,,,35.7746,139.642857,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,赤塚新町小学校,,,131199.0,,板橋区赤塚新町3-31-1,,板橋区,,,,35.769262,139.63587,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,赤塚第三中学校,,,131199.0,,板橋区赤塚7-27-15,,板橋区,,,,35.77974,139.64819,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,成増小学校,,,131199.0,,板橋区成増1-11-1,,板橋区,,,,35.774342,139.632664,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,成増ヶ丘小学校,,,131199.0,,板橋区成増3-17-7,,板橋区,,,,35.780955,139.634356,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,赤塚小学校,,,131199.0,,板橋区赤塚3-1-22,,板橋区,,,,35.777932,139.640614,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,三園小学校,,,131199.0,,板橋区三園1-24-1,,板橋区,,,,35.790409,139.637535,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,赤塚第二中学校,,,131199.0,,板橋区成増3-18-1,,板橋区,,,,35.78053,139.632946,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,徳丸小学校,,,131199.0,,板橋区徳丸1-21-1,,板橋区,,,,35.771749,139.666619,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,北野小学校,,,131199.0,,板橋区徳丸3-23-1,,板橋区,,,,35.771608,139.657095,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,紅梅小学校,,,131199.0,,板橋区徳丸8-10-1,,板橋区,,,,35.781234,139.657412,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,赤塚第一中学校,,,131199.0,,板橋区徳丸4-13-1,,板橋区,,,,35.771687,139.651991,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第六小学校,,,131199.0,,板橋区高島平1-50-1,,板橋区,,,,35.784335,139.670362,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,高島第二小学校,,,131199.0,,板橋区高島平2-25-1,,板橋区,,,,35.785005,139.661704,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第五小学校,,,131199.0,,板橋区高島平3-11-1,,板橋区,,,,35.786866,139.657153,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第三小学校,,,131199.0,,板橋区高島平4-21-1,,板橋区,,,,35.788908,139.649925,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第一小学校,,,131199.0,,板橋区高島平7-24-1,,板橋区,,,,35.791924,139.659816,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,新河岸小学校,,,131199.0,,板橋区新河岸1-3-1,,板橋区,,,,35.7938,139.66506,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,西台中学校,,,131199.0,,板橋区高島平1-4-1,,板橋区,,,,35.782023,139.671665,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第二中学校,,,131199.0,,板橋区高島平2-24-1,,板橋区,,,,35.785321,139.660343,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第三中学校,,,131199.0,,板橋区高島平4-22-1,,板橋区,,,,35.788266,139.651096,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,高島第一中学校,,,131199.0,,板橋区高島平8-26-1,,板橋区,,,,35.791893,139.663019,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,文化会館,,,131199.0,,板橋区大山東町51-1,,板橋区,,,,35.749542,139.704662,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,旧板橋第九小学校,,,131199.0,,板橋区栄町6-1,,板橋区,,,,35.754718,139.704285,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,仲町ふれあい館,,,131199.0,,板橋区仲町20-5,,板橋区,,,,35.751205,139.696352,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,旧板橋第四中学校,,,131199.0,,板橋区富士見町3-1,,板橋区,,,,35.760828,139.700559,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
,,大原生涯学習センター,,,131199.0,,板橋区大原町5-18,,板橋区,,,,35.769747,139.700119,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,小豆沢体育館,,,131199.0,,板橋区小豆沢3-1-1,,板橋区,,,,35.779057,139.696853,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,志村コミュニティホール,,,131199.0,,板橋区小豆沢1-8-1,,板橋区,,,,35.773255,139.699996,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,中台ふれあい館,,,131199.0,,板橋区中台2-14-1,,板橋区,,,,35.769963,139.680225,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,赤塚体育館,,,131199.0,,板橋区赤塚5-6-1,,板橋区,,,,35.777924,139.64177,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,成増アクトホール,,,131199.0,,板橋区成増3-11-3-405,,板橋区,,,,35.778398,139.632966,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,成増生涯学習センター,,,131199.0,,板橋区成増1-12-4,,板橋区,,,,35.774668,139.63277,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,徳丸ふれあい館,,,131199.0,,板橋区徳丸2-12-12,,板橋区,,,,35.772025,139.660204,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,高島平二・三丁目地区,,,130001.0,,板橋区高島平,,東京都,,,,35.787512,139.655511,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,公社向原住宅一帯,,,130001.0,,板橋区小茂根、向原,,東京都,,,,35.746177,139.682604,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,城北中央公園一帯,,,130001.0,,板橋区小茂根、桜川、東新町、練馬区羽沢、氷川台,,東京都,,,,35.756223,139.674066,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,光が丘団地・光が丘公園一帯,,,130001.0,,板橋区赤塚新町、練馬区旭町、光が丘,,東京都,,,,35.762022,139.631415,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,中台三丁目地区,,,130001.0,,板橋区中台,,東京都,,,,35.773755,139.6803,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,都営幸町アパート一帯,,,130001.0,,板橋区大山西町、幸町,,東京都,,,,35.745549,139.696296,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,城北公園一帯,,,130001.0,,板橋区坂下,,東京都,,,,35.783581,139.681588,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,都営成増五丁目第2アパート一帯,,,130001.0,,板橋区成増,,東京都,,,,35.788033,139.632769,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,南町小学校,,,131202.0,,練馬区練馬2-7-5,,練馬区,,,,35.740828,139.65313,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,開進第三小学校,,,131202.0,,練馬区桜台2-18-1,,練馬区,,,,35.742792,139.666528,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,開進第二小学校,,,131202.0,,練馬区桜台5-10-5,,練馬区,,,,35.742059,139.658421,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,開進第四小学校,,,131202.0,,練馬区羽沢2-33-1,,練馬区,,,,35.74776,139.671999,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,小竹小学校,,,131202.0,,練馬区小竹町2-6-7,,練馬区,,,,35.744065,139.679803,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,旭丘小学校,,,131202.0,,練馬区旭丘2-21-1,,練馬区,,,,35.736698,139.676903,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,豊玉第二小学校,,,131202.0,,練馬区豊玉上2-16-1,,練馬区,,,,35.737444,139.662044,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,豊玉東小学校,,,131202.0,,練馬区豊玉北1-16-1,,練馬区,,,,35.732703,139.667734,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,豊玉小学校,,,131202.0,,練馬区豊玉中4-2-20,,練馬区,,,,35.732857,139.651502,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,豊玉南小学校,,,131202.0,,練馬区豊玉南2-14-1,,練馬区,,,,35.727823,139.65639,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,練馬第三小学校,,,131202.0,,練馬区貫井1-36-15,,練馬区,,,,35.737233,139.635377,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,練馬第二小学校,,,131202.0,,練馬区貫井2-31-13,,練馬区,,,,35.741675,139.633979,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,向山小学校,,,131202.0,,練馬区向山2-14-11,,練馬区,,,,35.740039,139.640685,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,中村西小学校,,,131202.0,,練馬区中村北4-17-1,,練馬区,,,,35.73428,139.635432,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,中村小学校,,,131202.0,,練馬区中村2-8-1,,練馬区,,,,35.73121,139.644028,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,泉新小学校,,,131202.0,,練馬区三原台3-18-30,,練馬区,,,,35.754334,139.601511,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,谷原小学校,,,131202.0,,練馬区谷原2-9-26,,練馬区,,,,35.750759,139.614057,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,北原小学校,,,131202.0,,練馬区谷原4-9-1,,練馬区,,,,35.754628,139.613357,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,富士見台小学校,,,131202.0,,練馬区富士見台4-16-10,,練馬区,,,,35.744936,139.623281,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,南が丘小学校,,,131202.0,,練馬区南田中2-13-1,,練馬区,,,,35.733781,139.617109,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,石神井東小学校,,,131202.0,,練馬区南田中3-9-1,,練馬区,,,,35.737464,139.619925,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,南田中小学校,,,131202.0,,練馬区南田中5-15-37,,練馬区,,,,35.737038,139.61108,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,光和小学校,,,131202.0,,練馬区石神井町2-16-34,,練馬区,,,,35.746343,139.607261,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,下石神井小学校,,,131202.0,,練馬区下石神井2-20-18,,練馬区,,,,35.731789,139.605468,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,上石神井小学校,,,131202.0,,練馬区上石神井4-10-9,,練馬区,,,,35.727834,139.5891,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,石神井小学校,,,131202.0,,練馬区石神井台1-1-25,,練馬区,,,,35.735684,139.599113,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,上石神井北小学校,,,131202.0,,練馬区石神井台5-1-32,,練馬区,,,,35.735833,139.588341,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,石神井台小学校,,,131202.0,,練馬区石神井台8-6-33,,練馬区,,,,35.735335,139.581085,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,石神井西小学校,,,131202.0,,練馬区関町北1-1-5,,練馬区,,,,35.723943,139.580315,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,関町小学校,,,131202.0,,練馬区関町北3-23-34,,練馬区,,,,35.724978,139.571793,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,関町北小学校,,,131202.0,,練馬区関町北5-13-40,,練馬区,,,,35.732588,139.573734,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,立野小学校,,,131202.0,,練馬区立野町17-13,,練馬区,,,,35.718321,139.58082,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,大泉第三小学校,,,131202.0,,練馬区大泉学園町3-22-1,,練馬区,,,,35.763612,139.579744,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,大泉学園小学校,,,131202.0,,練馬区大泉学園町4-7-1,,練馬区,,,,35.765693,139.593378,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,大泉学園緑小学校,,,131202.0,,練馬区大泉学園町5-11-47,,練馬区,,,,35.766396,139.585471,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,大泉学園桜小学校,,,131202.0,,練馬区大泉学園町9-2-2,,練馬区,,,,35.777431,139.590966,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,橋戸小学校,,,131202.0,,練馬区大泉町2-11-25,,練馬区,,,,35.759008,139.602567,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
,,大泉第一小学校,,,131202.0,,練馬区大泉町3-16-23,,練馬区,,,,35.765818,139.599183,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
